exchgID,state,action,theme,UI,utterance
00_S,qs_o_s_10_Nx_h_ne,change_theme,-,-, *** これから食事の話をしましょう***
00_U,-,-,-,3.7786007268994752,
01_S,ct_0,qs_x_s,食事,-, 最近はまっている食べ物はありますか・・
01_U,-,-,-,4.196821188790362,
02_S,qs_x_s_27_Nx_n_po,qs_x_s,食事,-, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
02_U,-,-,-,4.370806784650384,
03_S,qs_x_s_23_Nx_n_po,qs_x_s,食事,-, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？
03_U,-,-,-,4.33822392118779,
04_S,qs_x_s_29_Nx_n_po,qs_x_s,食事,-, 普段はどこでスイーツを買いますか？
04_U,-,-,-,4.3325728196358355,
05_S,qs_x_s_26_Nx_n_po,qs_x_s,食事,-, どんなところに行きますか？和食ですか洋食ですか？
05_U,-,-,-,4.40131269173141,
06_S,qs_x_s_22_Nx_n_po,qs_x_s,食事,-, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？
06_U,-,-,-,4.133659958530787,
07_S,qs_x_s_24_Nx_n_po,qs_x_s,食事,-, 甘いものと、からいものどちらがお好きですか？
07_U,-,-,-,4.298013434553886,
08_S,qs_x_s_25_Nx_n_po,qs_x_s,食事,-, お友達とランチに行ったりしますか？
08_U,-,-,-,4.15074594360986,
09_S,qs_x_s_6_Nx_n_po,change_theme,-,-, *** これからスポーツの話をしましょう***
09_U,-,-,-,3.7011865279837575,
10_S,ct_0,qs_x_s,スポーツ,-, スポーツはするほうが好きですか？それとも見るほうが好きですか？
10_U,-,-,-,4.3702943483516234,
11_S,qs_x_s_0_Nx_n_po,qs_x_s,スポーツ,-, オリンピックは今までに見たことはありますか？
11_U,-,-,-,4.309834146432526,
12_S,qs_x_s_5_Nx_n_po,qs_x_s,スポーツ,-, 競技はなにをご覧になりますか？
12_U,-,-,-,4.326917927111059,
13_S,qs_x_s_10_Nx_n_po,qs_x_s,スポーツ,-, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？
13_U,-,-,-,4.185214580291144,
