exchgID,state,action,theme,UI,utterance
00_S,qs_o_s_10_Nx_h_ne,change_theme,-,-, *** これから食事の話をしましょう***
00_U,-,-,-,3.6708933642503507,
01_S,ct_0,qs_x_s,食事,-, お友達とランチに行ったりしますか？
01_U,-,-,-,4.176754557189264,
02_S,qs_x_s_28_Nx_n_po,qs_x_s,食事,-, 最近はまっている食べ物はありますか・・
02_U,-,-,-,4.171165522118452,
03_S,qs_x_s_27_Nx_n_po,qs_x_s,食事,-, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？
03_U,-,-,-,4.286767563460085,
04_S,qs_x_s_24_Nx_n_po,qs_x_s,食事,-, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？
04_U,-,-,-,4.427293224664739,
05_S,qs_x_s_29_Nx_n_po,qs_x_s,食事,-, 甘いものと、からいものどちらがお好きですか？
05_U,-,-,-,4.446307724020415,
06_S,qs_x_s_25_Nx_n_po,qs_x_s,食事,-, 普段はどこでスイーツを買いますか？
06_U,-,-,-,4.378634467799159,
07_S,qs_x_s_26_Nx_n_po,qs_x_s,食事,-, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
07_U,-,-,-,4.2438952770770175,
08_S,qs_x_s_23_Nx_n_po,qs_x_s,食事,-, どんなところに行きますか？和食ですか洋食ですか？
08_U,-,-,-,4.448074342083004,
09_S,qs_x_s_30_Nx_n_po,change_theme,-,-, *** これから旅行の話をしましょう***
09_U,-,-,-,3.814993210321277,
10_S,ct_0,qs_x_s,旅行,-, 旅行はどこに行ったことがありますか？
10_U,-,-,-,4.3769301742016875,
11_S,qs_x_s_31_Nx_n_po,qs_x_s,旅行,-, 「温泉」などリフレッシュするためにいきますか？
11_U,-,-,-,4.2589706673861425,
12_S,qs_x_s_33_Nx_n_po,qs_x_s,旅行,-, 旅行にはよく行かれますか？
12_U,-,-,-,4.226734415179886,
13_S,qs_x_s_30_Nx_n_po,qs_x_s,旅行,-, さいきん旅行には行きましたか？
13_U,-,-,-,4.363434020847999,
14_S,qs_x_s_35_Nx_n_po,qs_x_s,旅行,-, 旅行に行くときはなにか目的はありますか？
14_U,-,-,-,4.12998852515242,
15_S,qs_x_s_32_Nx_n_po,qs_x_s,旅行,-, 今までいった「旅行」で特におすすめの場所はありますか？
15_U,-,-,-,4.205969369798126,
16_S,qs_x_s_34_Nx_n_po,qs_x_s,旅行,-, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？
16_U,-,-,-,4.418434412759397,
17_S,qs_x_s_6_Nx_n_po,change_theme,-,-, *** これからスポーツの話をしましょう***
17_U,-,-,-,3.6773333185239885,
18_S,ct_0,qs_x_s,スポーツ,-, スポーツはよくするんですか？
18_U,-,-,-,4.114725102373319,
19_S,qs_x_s_6_Nx_n_po,qs_x_s,スポーツ,-, オリンピックは今までに見たことはありますか？
19_U,-,-,-,4.12037619796989,
20_S,qs_x_s_5_Nx_n_po,qs_x_s,スポーツ,-, スポーツをする目的は何ですか？
20_U,-,-,-,4.3761589126763845,
21_S,qs_x_s_2_Nx_n_po,qs_x_s,スポーツ,-, 最近スポーツはしましたか？
21_U,-,-,-,4.101102144743478,
22_S,qs_x_s_8_Nx_n_po,qs_x_s,スポーツ,-, パリで開催されるオリンピックを、見にいく予定はありますか？
22_U,-,-,-,4.123939999761902,
23_S,qs_x_s_11_Nx_n_po,qs_x_s,スポーツ,-, 好きなスポーツはなんですか？
23_U,-,-,-,4.782247950519083,
24_S,qs_x_s_4_Nx_n_po,qs_x_s,スポーツ,-, なにかおすすめのスポーツ観戦はありますか？
24_U,-,-,-,4.200267433121249,
25_S,qs_x_s_9_Nx_n_po,qs_x_s,スポーツ,-, どんなスポーツをされますか？
25_U,-,-,-,4.6976921084578045,
26_S,qs_x_s_7_Nx_n_po,qs_x_s,スポーツ,-, スポーツはするほうが好きですか？それとも見るほうが好きですか？
26_U,-,-,-,4.339386706225351,
27_S,qs_x_s_0_Nx_n_po,qs_x_s,スポーツ,-, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？
27_U,-,-,-,4.150554836082042,
28_S,qs_x_s_3_Nx_n_po,qs_x_s,スポーツ,-, 競技はなにをご覧になりますか？
28_U,-,-,-,4.3698139508503555,
29_S,re_x_d_0_Nx_n_po,change_theme,-,-, *** これから音楽の話をしましょう***
29_U,-,-,-,3.664880355129862,
30_S,ct_0,re_x_m,default,-, そうですね、わかります。
30_U,-,-,-,3.6166905566843206,
31_S,re_x_m_0_Nx_n_po,qs_x_s,音楽,-, カラオケで歌ったりするのですか？
31_U,-,-,-,4.2605879962941815,
32_S,qs_x_s_21_Nx_n_po,qs_x_s,音楽,-, 「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？
32_U,-,-,-,4.168597891923589,
33_S,qs_x_s_1_Nx_n_po,qs_x_s,音楽,-, 最近音楽は聞きましたか？
33_U,-,-,-,4.137369880169694,
34_S,qs_x_s_18_Nx_n_po,qs_x_s,音楽,-, おすすめの歌手やきょくってありますか？
34_U,-,-,-,4.18348499294781,
35_S,qs_x_s_13_Nx_n_po,qs_x_s,音楽,-, カラオケに行くときはお友達と行きますか？
