exchgID,state,action,theme,UI,utterance
00_S,qs_o_s_7_Nx_h_ne,change_theme,-,-, *** これから音楽の話をしましょう***
00_U,-,-,-,3.6248031840422197,
01_S,ct_0,qs_x_s,音楽,-, おすすめの歌手やきょくってありますか？
01_U,-,-,-,4.2751215400286,
02_S,qs_x_s_13_Nx_n_po,qs_x_s,音楽,-, おすすめの曲はありますか？
02_U,-,-,-,4.245340775518949,
03_S,qs_x_s_20_Nx_n_po,qs_x_s,音楽,-, 最近音楽は聞きましたか？
03_U,-,-,-,4.2907686249381145,
04_S,qs_x_s_18_Nx_n_po,qs_x_s,音楽,-, がっきは何を演奏するのですか。
04_U,-,-,-,4.546295741446696,
05_S,qs_x_s_19_Nx_n_po,qs_x_s,音楽,-, カラオケに行くときはお友達と行きますか？
05_U,-,-,-,4.487259649235896,
06_S,qs_x_s_17_Nx_n_po,qs_x_s,音楽,-, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？
06_U,-,-,-,4.612755689273843,
07_S,qs_x_s_12_Nx_n_po,qs_x_s,音楽,-, コンサートとかには行きますか？
07_U,-,-,-,4.275418457361075,
08_S,qs_x_s_15_Nx_n_po,qs_x_s,音楽,-, 「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？
08_U,-,-,-,4.407397985729514,
09_S,qs_x_s_1_Nx_n_po,qs_x_s,音楽,-, カラオケでよくなにをうたうのですか？
09_U,-,-,-,4.627786921986696,
10_S,qs_x_s_16_Nx_n_po,qs_x_s,音楽,-, カラオケで歌ったりするのですか？
10_U,-,-,-,4.813716615247978,
11_S,qs_x_s_21_Nx_n_po,qs_x_s,音楽,-, カラオケは好きですか？
11_U,-,-,-,4.2964404752108445,
12_S,qs_x_s_32_Nx_n_po,change_theme,-,-, *** これから旅行の話をしましょう***
12_U,-,-,-,3.8607998827377212,
13_S,ct_0,qs_x_s,旅行,-, さいきん旅行には行きましたか？
13_U,-,-,-,4.162032332804894,
14_S,qs_x_s_35_Nx_n_po,qs_x_s,旅行,-, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？
14_U,-,-,-,4.1712270661798545,
15_S,qs_x_s_36_Nx_n_po,qs_x_s,旅行,-, 今までいった「旅行」で特におすすめの場所はありますか？
15_U,-,-,-,4.253939785788085,
16_S,qs_x_s_34_Nx_n_po,qs_x_s,旅行,-, 旅行はどこに行ったことがありますか？
16_U,-,-,-,4.586035840106958,
17_S,qs_x_s_31_Nx_n_po,qs_x_s,旅行,-, 「温泉」などリフレッシュするためにいきますか？
17_U,-,-,-,4.374084696097866,
18_S,qs_x_s_33_Nx_n_po,qs_x_s,旅行,-, 旅行にはよく行かれますか？
18_U,-,-,-,4.243046141572151,
19_S,qs_x_s_30_Nx_n_po,qs_x_s,旅行,-, 旅行に行くときはなにか目的はありますか？
19_U,-,-,-,4.257583452797236,
20_S,qs_x_s_2_Nx_n_po,change_theme,-,-, *** これからスポーツの話をしましょう***
20_U,-,-,-,3.676963105354802,
21_S,ct_0,qs_x_s,スポーツ,-, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？
21_U,-,-,-,4.201993560752775,
22_S,qs_x_s_3_Nx_n_po,qs_x_s,スポーツ,-, オリンピックは今までに見たことはありますか？
22_U,-,-,-,4.125820803233115,
23_S,qs_x_s_5_Nx_n_po,qs_x_s,スポーツ,-, スポーツはするほうが好きですか？それとも見るほうが好きですか？
23_U,-,-,-,4.460280788072334,
24_S,qs_x_s_0_Nx_n_po,qs_x_s,スポーツ,-, 好きなスポーツはなんですか？
24_U,-,-,-,4.478554109246974,
25_S,qs_x_s_4_Nx_n_po,qs_x_s,スポーツ,-, スポーツはよくするんですか？
25_U,-,-,-,4.365826518465489,
26_S,qs_x_s_6_Nx_n_po,qs_x_s,スポーツ,-, パリで開催されるオリンピックを、見にいく予定はありますか？
26_U,-,-,-,4.1907979718197605,
27_S,qs_x_s_11_Nx_n_po,qs_x_s,スポーツ,-, スポーツをする目的は何ですか？
27_U,-,-,-,4.3761906122556,
28_S,qs_x_s_2_Nx_n_po,qs_x_s,スポーツ,-, 最近スポーツはしましたか？
28_U,-,-,-,4.201426390936323,
29_S,qs_x_s_8_Nx_n_po,re_x_m,default,-, なるほど。
29_U,-,-,-,3.5947138155647087,
